,sigma,force,rmodav,rmodsqd,dmax
,0.100,0.180,0.9999272,0.0000000,0.0000000
,0.100,0.200,0.9999276,0.0000000,0.0000000
,0.100,0.220,0.9999280,0.0000000,0.0000000
,0.100,0.240,0.9999284,0.0000000,0.0000000
,0.100,0.260,0.9999287,0.0000000,0.0000000
,0.100,0.280,0.9999291,0.0000000,0.0000000
,0.100,0.300,0.9999295,0.0000000,0.0000000
,0.100,0.320,0.9999298,0.0000000,0.0000000
,0.100,0.340,0.9999302,0.0000000,0.0000000
,0.100,0.360,0.9999305,0.0000000,0.0000000
,0.100,0.380,0.9999309,0.0000000,0.0000000
,0.100,0.400,0.9999312,0.0000000,0.0000000
,0.100,0.420,0.9999316,0.0000000,0.0000000
,0.100,0.440,0.9999319,0.0000000,0.0000000
,0.100,0.460,0.9999322,0.0000000,0.0000000
,0.100,0.480,0.9999326,0.0000000,0.0000000
,0.100,0.500,0.9999329,0.0000000,0.0000000
,0.100,0.520,0.9999332,0.0000000,0.0000000
,0.100,0.540,0.9999335,0.0000000,0.0000000
,0.100,0.560,0.9999338,0.0000000,0.0000000
,0.100,0.580,0.9999342,0.0000000,0.0000000
,0.100,0.600,0.9999345,0.0000000,0.0000000
,0.100,0.620,0.9999348,0.0000000,0.0000000
,0.100,0.640,0.9999351,0.0000000,0.0000000
,0.100,0.660,0.9999354,0.0000000,0.0000000
,0.100,0.680,0.9999357,0.0000000,0.0000000
,0.100,0.700,0.9999360,0.0000000,0.0000000
,0.100,0.720,0.9999363,0.0000000,0.0000000
,0.100,0.740,0.9999366,0.0000000,0.0000000
,0.100,0.760,0.9999369,0.0000000,0.0000000
,0.100,0.780,0.9999372,0.0000000,0.0000000
,0.100,0.800,0.9999374,0.0000000,0.0000000
,0.100,0.820,0.9999377,0.0000000,0.0000000
,0.100,0.840,0.9999380,0.0000000,0.0000000
,0.100,0.860,0.9999383,0.0000000,0.0000000
,0.100,0.880,0.9999386,0.0000000,0.0000000
,0.100,0.900,0.9999389,0.0000000,0.0000000
,0.100,0.920,0.9999391,0.0000000,0.0000000
,0.100,0.940,0.9999394,0.0000000,0.0000000
,0.100,0.960,0.9999397,0.0000000,0.0000000
,0.100,0.980,0.9999399,0.0000000,0.0000000
,0.100,1.000,0.9999402,0.0000000,0.0000000
,0.100,1.020,0.9999405,0.0000000,0.0000000
,0.100,1.040,0.9999407,0.0000000,0.0000000
,0.100,1.060,0.9999410,0.0000000,0.0000000
,0.100,1.080,0.9999413,0.0000000,0.0000000
,0.100,1.100,0.9999415,0.0000000,0.0000000
,0.100,1.120,0.9999418,0.0000000,0.0000000
,0.100,1.140,0.9999420,0.0000000,0.0000000
,0.100,1.160,0.9999423,0.0000000,0.0000000
,0.100,1.180,0.9999425,0.0000000,0.0000000
,0.100,1.200,0.9999428,0.0000000,0.0000000
,0.100,1.220,0.9999430,0.0000000,0.0000000
,0.100,1.240,0.9999433,0.0000000,0.0000000
,0.100,1.260,0.9999435,0.0000000,0.0000000
,0.100,1.280,0.9999438,0.0000000,0.0000000
,0.100,1.300,0.9999440,0.0000000,0.0000000
,0.100,1.320,0.9999443,0.0000000,0.0000000
,0.100,1.340,0.9999445,0.0000000,0.0000000
,0.100,1.360,0.9999447,0.0000000,0.0000000
,0.100,1.380,0.9999450,0.0000000,0.0000000
,0.100,1.400,0.9999452,0.0000000,0.0000000
,0.100,1.420,0.9999455,0.0000000,0.0000000
,0.100,1.440,0.9999457,0.0000000,0.0000000
,0.100,1.460,0.9999459,0.0000000,0.0000000
,0.100,1.480,0.9999461,0.0000000,0.0000000
,0.100,1.500,0.9999464,0.0000000,0.0000000
,0.100,1.520,0.9999466,0.0000000,0.0000000
,0.100,1.540,0.9999468,0.0000000,0.0000000
,0.100,1.560,0.9999470,0.0000000,0.0000000
,0.100,1.580,0.9999473,0.0000000,0.0000000
,0.100,1.600,0.9999475,0.0000000,0.0000000
,0.100,1.620,0.9999477,0.0000000,0.0000000
,0.100,1.640,0.9999479,0.0000000,0.0000000
,0.100,1.660,0.9999481,0.0000000,0.0000000
,0.100,1.680,0.9999484,0.0000000,0.0000000
,0.100,1.700,0.9999486,0.0000000,0.0000000
,0.100,1.720,0.9999488,0.0000000,0.0000000
,0.100,1.740,0.9999490,0.0000000,0.0000000
,0.100,1.760,0.9999492,0.0000000,0.0000000
,0.100,1.780,0.9999494,0.0000000,0.0000000
,0.100,1.800,0.9999496,0.0000000,0.0000000
,0.100,1.820,0.9999498,0.0000000,0.0000000
,0.100,1.840,0.9999500,0.0000000,0.0000000
,0.100,1.860,0.9999502,0.0000000,0.0000000
,0.100,1.880,0.9999504,0.0000000,0.0000000
,0.100,1.900,0.9999506,0.0000000,0.0000000
,0.100,1.920,0.9999508,0.0000000,0.0000000
,0.100,1.940,0.9999510,0.0000000,0.0000000
,0.100,1.960,0.9999512,0.0000000,0.0000000
,0.100,1.980,0.9999514,0.0000000,0.0000000
,0.100,2.000,0.9999516,0.0000000,0.0000000
,0.120,0.000,0.0025836,1.1343328,0.0020513
,0.120,0.020,0.0150482,0.0591714,0.0009629
,0.120,0.040,0.0293257,0.0744688,0.0024286
,0.120,0.060,0.0464771,0.0640802,0.0026803
,0.120,0.080,0.0667904,0.0637856,0.0058303
,0.120,0.100,0.0850560,0.0518743,0.0047389
,0.120,0.120,0.1163037,0.0600266,0.0071722
,0.120,0.140,0.1414783,0.1082505,0.0165759
,0.120,0.160,0.9999264,0.0000000,0.0000000
,0.120,0.180,0.9999269,0.0000000,0.0000000
,0.120,0.200,0.9999273,0.0000000,0.0000000
,0.120,0.220,0.9999278,0.0000000,0.0000000
,0.120,0.240,0.9999282,0.0000000,0.0000000
,0.120,0.260,0.9999286,0.0000000,0.0000000
,0.120,0.280,0.9999290,0.0000000,0.0000000
,0.120,0.300,0.9999293,0.0000000,0.0000000
,0.120,0.320,0.9999297,0.0000000,0.0000000
,0.120,0.340,0.9999301,0.0000000,0.0000000
,0.120,0.360,0.9999304,0.0000000,0.0000000
,0.120,0.380,0.9999308,0.0000000,0.0000000
,0.120,0.400,0.9999311,0.0000000,0.0000000
,0.120,0.420,0.9999315,0.0000000,0.0000000
,0.120,0.440,0.9999318,0.0000000,0.0000000
,0.120,0.460,0.9999322,0.0000000,0.0000000
,0.120,0.480,0.9999325,0.0000000,0.0000000
,0.120,0.500,0.9999328,0.0000000,0.0000000
,0.120,0.520,0.9999331,0.0000000,0.0000000
,0.120,0.540,0.9999335,0.0000000,0.0000000
,0.120,0.560,0.9999338,0.0000000,0.0000000
,0.120,0.580,0.9999341,0.0000000,0.0000000
,0.120,0.600,0.9999344,0.0000000,0.0000000
,0.120,0.620,0.9999347,0.0000000,0.0000000
,0.120,0.640,0.9999350,0.0000000,0.0000000
,0.120,0.660,0.9999353,0.0000000,0.0000000
,0.120,0.680,0.9999356,0.0000000,0.0000000
,0.120,0.700,0.9999359,0.0000000,0.0000000
,0.120,0.720,0.9999362,0.0000000,0.0000000
,0.120,0.740,0.9999365,0.0000000,0.0000000
,0.120,0.760,0.9999368,0.0000000,0.0000000
,0.120,0.780,0.9999371,0.0000000,0.0000000
,0.120,0.800,0.9999374,0.0000000,0.0000000
,0.120,0.820,0.9999377,0.0000000,0.0000000
,0.120,0.840,0.9999380,0.0000000,0.0000000
,0.120,0.860,0.9999383,0.0000000,0.0000000
,0.120,0.880,0.9999385,0.0000000,0.0000000
,0.120,0.900,0.9999388,0.0000000,0.0000000
,0.120,0.920,0.9999391,0.0000000,0.0000000
,0.120,0.940,0.9999394,0.0000000,0.0000000
,0.120,0.960,0.9999396,0.0000000,0.0000000
,0.120,0.980,0.9999399,0.0000000,0.0000000
,0.120,1.000,0.9999402,0.0000000,0.0000000
,0.120,1.020,0.9999405,0.0000000,0.0000000
,0.120,1.040,0.9999407,0.0000000,0.0000000
,0.120,1.060,0.9999410,0.0000000,0.0000000
,0.120,1.080,0.9999412,0.0000000,0.0000000
,0.120,1.100,0.9999415,0.0000000,0.0000000
,0.120,1.120,0.9999418,0.0000000,0.0000000
,0.120,1.140,0.9999420,0.0000000,0.0000000
,0.120,1.160,0.9999423,0.0000000,0.0000000
,0.120,1.180,0.9999425,0.0000000,0.0000000
,0.120,1.200,0.9999428,0.0000000,0.0000000
,0.120,1.220,0.9999430,0.0000000,0.0000000
,0.120,1.240,0.9999433,0.0000000,0.0000000
,0.120,1.260,0.9999435,0.0000000,0.0000000
,0.120,1.280,0.9999438,0.0000000,0.0000000
,0.120,1.300,0.9999440,0.0000000,0.0000000
,0.120,1.320,0.9999442,0.0000000,0.0000000
,0.120,1.340,0.9999445,0.0000000,0.0000000
,0.120,1.360,0.9999447,0.0000000,0.0000000
,0.120,1.380,0.9999450,0.0000000,0.0000000
,0.120,1.400,0.9999452,0.0000000,0.0000000
,0.120,1.420,0.9999454,0.0000000,0.0000000
,0.120,1.440,0.9999457,0.0000000,0.0000000
,0.120,1.460,0.9999459,0.0000000,0.0000000
,0.120,1.480,0.9999461,0.0000000,0.0000000
,0.120,1.500,0.9999464,0.0000000,0.0000000
,0.120,1.520,0.9999466,0.0000000,0.0000000
,0.120,1.540,0.9999468,0.0000000,0.0000000
,0.120,1.560,0.9999470,0.0000000,0.0000000
,0.120,1.580,0.9999472,0.0000000,0.0000000
,0.120,1.600,0.9999475,0.0000000,0.0000000
,0.120,1.620,0.9999477,0.0000000,0.0000000
,0.120,1.640,0.9999479,0.0000000,0.0000000
,0.120,1.660,0.9999481,0.0000000,0.0000000
,0.120,1.680,0.9999483,0.0000000,0.0000000
,0.120,1.700,0.9999486,0.0000000,0.0000000
,0.120,1.720,0.9999488,0.0000000,0.0000000
,0.120,1.740,0.9999490,0.0000000,0.0000000
,0.120,1.760,0.9999492,0.0000000,0.0000000
,0.120,1.780,0.9999494,0.0000000,0.0000000
,0.120,1.800,0.9999496,0.0000000,0.0000000
,0.120,1.820,0.9999498,0.0000000,0.0000000
,0.120,1.840,0.9999500,0.0000000,0.0000000
,0.120,1.860,0.9999502,0.0000000,0.0000000
,0.120,1.880,0.9999504,0.0000000,0.0000000
,0.120,1.900,0.9999506,0.0000000,0.0000000
,0.120,1.920,0.9999508,0.0000000,0.0000000
,0.120,1.940,0.9999510,0.0000000,0.0000000
,0.120,1.960,0.9999512,0.0000000,0.0000000
,0.120,1.980,0.9999514,0.0000000,0.0000000
,0.120,2.000,0.9999516,0.0000000,0.0000000
,0.140,0.000,0.0015732,0.8419520,0.0011178
,0.140,0.020,0.0135186,0.1110231,0.0013914
,0.140,0.040,0.0282009,0.0633487,0.0018049
,0.140,0.060,0.0452275,0.0732484,0.0032981
,0.140,0.080,0.0641724,0.0509814,0.0034701
,0.140,0.100,0.0786732,0.0468217,0.0038506
,0.140,0.120,0.1041465,0.0520042,0.0061923
,0.140,0.140,0.1347657,0.1016959,0.0129912
,0.140,0.160,0.9999258,0.0000000,0.0002775
,0.140,0.180,0.9999265,0.0000000,0.0000000
,0.140,0.200,0.9999270,0.0000000,0.0000000
,0.140,0.220,0.9999275,0.0000000,0.0000000
,0.140,0.240,0.9999280,0.0000000,0.0000000
,0.140,0.260,0.9999284,0.0000000,0.0000000
,0.140,0.280,0.9999288,0.0000000,0.0000000
,0.140,0.300,0.9999292,0.0000000,0.0000000
,0.140,0.320,0.9999296,0.0000000,0.0000000
,0.140,0.340,0.9999299,0.0000000,0.0000000
,0.140,0.360,0.9999303,0.0000000,0.0000000
,0.140,0.380,0.9999307,0.0000000,0.0000000
,0.140,0.400,0.9999310,0.0000000,0.0000000
,0.140,0.420,0.9999314,0.0000000,0.0000000
,0.140,0.440,0.9999317,0.0000000,0.0000000
,0.140,0.460,0.9999321,0.0000000,0.0000000
,0.140,0.480,0.9999324,0.0000000,0.0000000
,0.140,0.500,0.9999327,0.0000000,0.0000000
,0.140,0.520,0.9999331,0.0000000,0.0000000
,0.140,0.540,0.9999334,0.0000000,0.0000000
,0.140,0.560,0.9999337,0.0000000,0.0000000
,0.140,0.580,0.9999340,0.0000000,0.0000000
,0.140,0.600,0.9999343,0.0000000,0.0000000
,0.140,0.620,0.9999347,0.0000000,0.0000000
,0.140,0.640,0.9999350,0.0000000,0.0000000
,0.140,0.660,0.9999353,0.0000000,0.0000000
,0.140,0.680,0.9999356,0.0000000,0.0000000
,0.140,0.700,0.9999359,0.0000000,0.0000000
,0.140,0.720,0.9999362,0.0000000,0.0000000
,0.140,0.740,0.9999365,0.0000000,0.0000000
,0.140,0.760,0.9999368,0.0000000,0.0000000
,0.140,0.780,0.9999371,0.0000000,0.0000000
,0.140,0.800,0.9999374,0.0000000,0.0000000
,0.140,0.820,0.9999376,0.0000000,0.0000000
,0.140,0.840,0.9999379,0.0000000,0.0000000
,0.140,0.860,0.9999382,0.0000000,0.0000000
,0.140,0.880,0.9999385,0.0000000,0.0000000
,0.140,0.900,0.9999388,0.0000000,0.0000000
,0.140,0.920,0.9999391,0.0000000,0.0000000
,0.140,0.940,0.9999393,0.0000000,0.0000000
,0.140,0.960,0.9999396,0.0000000,0.0000000
,0.140,0.980,0.9999399,0.0000000,0.0000000
,0.140,1.000,0.9999402,0.0000000,0.0000000
,0.140,1.020,0.9999404,0.0000000,0.0000000
,0.140,1.040,0.9999407,0.0000000,0.0000000
,0.140,1.060,0.9999409,0.0000000,0.0000000
,0.140,1.080,0.9999412,0.0000000,0.0000000
,0.140,1.100,0.9999415,0.0000000,0.0000000
,0.140,1.120,0.9999417,0.0000000,0.0000000
,0.140,1.140,0.9999420,0.0000000,0.0000000
,0.140,1.160,0.9999422,0.0000000,0.0000000
,0.140,1.180,0.9999425,0.0000000,0.0000000
,0.140,1.200,0.9999428,0.0000000,0.0000000
,0.140,1.220,0.9999430,0.0000000,0.0000000
,0.140,1.240,0.9999432,0.0000000,0.0000000
,0.140,1.260,0.9999435,0.0000000,0.0000000
,0.140,1.280,0.9999437,0.0000000,0.0000000
,0.140,1.300,0.9999440,0.0000000,0.0000000
,0.140,1.320,0.9999442,0.0000000,0.0000000
,0.140,1.340,0.9999445,0.0000000,0.0000000
,0.140,1.360,0.9999447,0.0000000,0.0000000
,0.140,1.380,0.9999449,0.0000000,0.0000000
,0.140,1.400,0.9999452,0.0000000,0.0000000
,0.140,1.420,0.9999454,0.0000000,0.0000000
,0.140,1.440,0.9999456,0.0000000,0.0000000
,0.140,1.460,0.9999459,0.0000000,0.0000000
,0.140,1.480,0.9999461,0.0000000,0.0000000
,0.140,1.500,0.9999463,0.0000000,0.0000000
,0.140,1.520,0.9999466,0.0000000,0.0000000
,0.140,1.540,0.9999468,0.0000000,0.0000000
,0.140,1.560,0.9999470,0.0000000,0.0000000
,0.140,1.580,0.9999472,0.0000000,0.0000000
,0.140,1.600,0.9999475,0.0000000,0.0000000
,0.140,1.620,0.9999477,0.0000000,0.0000000
,0.140,1.640,0.9999479,0.0000000,0.0000000
,0.140,1.660,0.9999481,0.0000000,0.0000000
,0.140,1.680,0.9999483,0.0000000,0.0000000
,0.140,1.700,0.9999485,0.0000000,0.0000000
,0.140,1.720,0.9999487,0.0000000,0.0000000
,0.140,1.740,0.9999490,0.0000000,0.0000000
,0.140,1.760,0.9999492,0.0000000,0.0000000
,0.140,1.780,0.9999494,0.0000000,0.0000000
,0.140,1.800,0.9999496,0.0000000,0.0000000
,0.140,1.820,0.9999498,0.0000000,0.0000000
,0.140,1.840,0.9999500,0.0000000,0.0000000
,0.140,1.860,0.9999502,0.0000000,0.0000000
,0.140,1.880,0.9999504,0.0000000,0.0000000
,0.140,1.900,0.9999506,0.0000000,0.0000000
,0.140,1.920,0.9999508,0.0000000,0.0000000
,0.140,1.940,0.9999510,0.0000000,0.0000000
,0.140,1.960,0.9999512,0.0000000,0.0000000
,0.140,1.980,0.9999514,0.0000000,0.0000000
,0.140,2.000,0.9999516,0.0000000,0.0000000
,0.160,0.000,0.0021207,0.4389353,0.0015684
,0.160,0.020,0.0158228,0.0714666,0.0012999
,0.160,0.040,0.0300383,0.0700223,0.0023515
,0.160,0.060,0.0495120,0.0808051,0.0047397
,0.160,0.080,0.0665442,0.0759458,0.0051032
,0.160,0.100,0.0881579,0.0719891,0.0061123
,0.160,0.120,0.1255301,0.0581964,0.0071834
,0.160,0.140,0.9999240,0.0000015,0.6993582
,0.160,0.160,0.9999245,0.0000000,0.0039659
,0.160,0.180,0.9999259,0.0000000,0.0000000
,0.160,0.200,0.9999266,0.0000000,0.0000000
,0.160,0.220,0.9999272,0.0000000,0.0000000
,0.160,0.240,0.9999277,0.0000000,0.0000000
,0.160,0.260,0.9999281,0.0000000,0.0000000
,0.160,0.280,0.9999286,0.0000000,0.0000000
,0.160,0.300,0.9999290,0.0000000,0.0000000
,0.160,0.320,0.9999294,0.0000000,0.0000000
,0.160,0.340,0.9999298,0.0000000,0.0000000
,0.160,0.360,0.9999302,0.0000000,0.0000000
,0.160,0.380,0.9999305,0.0000000,0.0000000
,0.160,0.400,0.9999309,0.0000000,0.0000000
,0.160,0.420,0.9999312,0.0000000,0.0000000
,0.160,0.440,0.9999316,0.0000000,0.0000000
,0.160,0.460,0.9999319,0.0000000,0.0000000
,0.160,0.480,0.9999323,0.0000000,0.0000000
,0.160,0.500,0.9999326,0.0000000,0.0000000
,0.160,0.520,0.9999330,0.0000000,0.0000000
,0.160,0.540,0.9999333,0.0000000,0.0000000
,0.160,0.560,0.9999336,0.0000000,0.0000000
,0.160,0.580,0.9999339,0.0000000,0.0000000
,0.160,0.600,0.9999343,0.0000000,0.0000000
,0.160,0.620,0.9999346,0.0000000,0.0000000
,0.160,0.640,0.9999349,0.0000000,0.0000000
,0.160,0.660,0.9999352,0.0000000,0.0000000
,0.160,0.680,0.9999355,0.0000000,0.0000000
,0.160,0.700,0.9999358,0.0000000,0.0000000
,0.160,0.720,0.9999361,0.0000000,0.0000000
,0.160,0.740,0.9999364,0.0000000,0.0000000
,0.160,0.760,0.9999367,0.0000000,0.0000000
,0.160,0.780,0.9999370,0.0000000,0.0000000
,0.160,0.800,0.9999373,0.0000000,0.0000000
,0.160,0.820,0.9999376,0.0000000,0.0000000
,0.160,0.840,0.9999379,0.0000000,0.0000000
,0.160,0.860,0.9999382,0.0000000,0.0000000
,0.160,0.880,0.9999385,0.0000000,0.0000000
,0.160,0.900,0.9999387,0.0000000,0.0000000
,0.160,0.920,0.9999390,0.0000000,0.0000000
,0.160,0.940,0.9999393,0.0000000,0.0000000
,0.160,0.960,0.9999396,0.0000000,0.0000000
,0.160,0.980,0.9999398,0.0000000,0.0000000
,0.160,1.000,0.9999401,0.0000000,0.0000000
,0.160,1.020,0.9999404,0.0000000,0.0000000
,0.160,1.040,0.9999406,0.0000000,0.0000000
,0.160,1.060,0.9999409,0.0000000,0.0000000
,0.160,1.080,0.9999412,0.0000000,0.0000000
,0.160,1.100,0.9999414,0.0000000,0.0000000
,0.160,1.120,0.9999417,0.0000000,0.0000000
,0.160,1.140,0.9999420,0.0000000,0.0000000
,0.160,1.160,0.9999422,0.0000000,0.0000000
,0.160,1.180,0.9999425,0.0000000,0.0000000
,0.160,1.200,0.9999427,0.0000000,0.0000000
,0.160,1.220,0.9999430,0.0000000,0.0000000
,0.160,1.240,0.9999432,0.0000000,0.0000000
,0.160,1.260,0.9999435,0.0000000,0.0000000
,0.160,1.280,0.9999437,0.0000000,0.0000000
,0.160,1.300,0.9999440,0.0000000,0.0000000
,0.160,1.320,0.9999442,0.0000000,0.0000000
,0.160,1.340,0.9999444,0.0000000,0.0000000
,0.160,1.360,0.9999447,0.0000000,0.0000000
,0.160,1.380,0.9999449,0.0000000,0.0000000
,0.160,1.400,0.9999452,0.0000000,0.0000000
,0.160,1.420,0.9999454,0.0000000,0.0000000
,0.160,1.440,0.9999456,0.0000000,0.0000000
,0.160,1.460,0.9999459,0.0000000,0.0000000
,0.160,1.480,0.9999461,0.0000000,0.0000000
,0.160,1.500,0.9999463,0.0000000,0.0000000
,0.160,1.520,0.9999465,0.0000000,0.0000000
,0.160,1.540,0.9999468,0.0000000,0.0000000
,0.160,1.560,0.9999470,0.0000000,0.0000000
,0.160,1.580,0.9999472,0.0000000,0.0000000
,0.160,1.600,0.9999474,0.0000000,0.0000000
,0.160,1.620,0.9999477,0.0000000,0.0000000
,0.160,1.640,0.9999479,0.0000000,0.0000000
,0.160,1.660,0.9999481,0.0000000,0.0000000
,0.160,1.680,0.9999483,0.0000000,0.0000000
,0.160,1.700,0.9999485,0.0000000,0.0000000
,0.160,1.720,0.9999487,0.0000000,0.0000000
,0.160,1.740,0.9999489,0.0000000,0.0000000
,0.160,1.760,0.9999492,0.0000000,0.0000000
,0.160,1.780,0.9999494,0.0000000,0.0000000
,0.160,1.800,0.9999496,0.0000000,0.0000000
,0.160,1.820,0.9999498,0.0000000,0.0000000
,0.160,1.840,0.9999500,0.0000000,0.0000000
,0.160,1.860,0.9999502,0.0000000,0.0000000
,0.160,1.880,0.9999504,0.0000000,0.0000000
,0.160,1.900,0.9999506,0.0000000,0.0000000
,0.160,1.920,0.9999508,0.0000000,0.0000000
,0.160,1.940,0.9999510,0.0000000,0.0000000
,0.160,1.960,0.9999512,0.0000000,0.0000000
,0.160,1.980,0.9999514,0.0000000,0.0000000
,0.160,2.000,0.9999516,0.0000000,0.0000000
,0.180,0.000,0.0013780,0.3164611,0.0010216
,0.180,0.020,0.0143742,0.0794201,0.0010354
,0.180,0.040,0.0315165,0.0732312,0.0023484
,0.180,0.060,0.0485908,0.0727411,0.0033452
,0.180,0.080,0.0675257,0.0801866,0.0058915
,0.180,0.100,0.0860107,0.0561481,0.0050486
,0.180,0.120,0.1182996,0.0854620,0.0090925
,0.180,0.140,0.1464187,0.0906228,0.0148192
,0.180,0.160,0.9999246,0.0000019,0.6667392
,0.180,0.180,0.9999246,0.0000000,0.0045679
,0.180,0.200,0.9999260,0.0000000,0.0000000
,0.180,0.220,0.9999267,0.0000000,0.0000000
,0.180,0.240,0.9999273,0.0000000,0.0000000
,0.180,0.260,0.9999278,0.0000000,0.0000000
,0.180,0.280,0.9999283,0.0000000,0.0000000
,0.180,0.300,0.9999287,0.0000000,0.0000000
,0.180,0.320,0.9999292,0.0000000,0.0000000
,0.180,0.340,0.9999296,0.0000000,0.0000000
,0.180,0.360,0.9999300,0.0000000,0.0000000
,0.180,0.380,0.9999304,0.0000000,0.0000000
,0.180,0.400,0.9999307,0.0000000,0.0000000
,0.180,0.420,0.9999311,0.0000000,0.0000000
,0.180,0.440,0.9999315,0.0000000,0.0000000
,0.180,0.460,0.9999318,0.0000000,0.0000000
,0.180,0.480,0.9999322,0.0000000,0.0000000
,0.180,0.500,0.9999325,0.0000000,0.0000000
,0.180,0.520,0.9999329,0.0000000,0.0000000
,0.180,0.540,0.9999332,0.0000000,0.0000000
,0.180,0.560,0.9999335,0.0000000,0.0000000
,0.180,0.580,0.9999338,0.0000000,0.0000000
,0.180,0.600,0.9999342,0.0000000,0.0000000
,0.180,0.620,0.9999345,0.0000000,0.0000000
,0.180,0.640,0.9999348,0.0000000,0.0000000
,0.180,0.660,0.9999351,0.0000000,0.0000000
,0.180,0.680,0.9999354,0.0000000,0.0000000
,0.180,0.700,0.9999357,0.0000000,0.0000000
,0.180,0.720,0.9999360,0.0000000,0.0000000
,0.180,0.740,0.9999363,0.0000000,0.0000000
,0.180,0.760,0.9999366,0.0000000,0.0000000
,0.180,0.780,0.9999369,0.0000000,0.0000000
,0.180,0.800,0.9999372,0.0000000,0.0000000
,0.180,0.820,0.9999375,0.0000000,0.0000000
,0.180,0.840,0.9999378,0.0000000,0.0000000
,0.180,0.860,0.9999381,0.0000000,0.0000000
,0.180,0.880,0.9999384,0.0000000,0.0000000
,0.180,0.900,0.9999387,0.0000000,0.0000000
,0.180,0.920,0.9999390,0.0000000,0.0000000
,0.180,0.940,0.9999392,0.0000000,0.0000000
,0.180,0.960,0.9999395,0.0000000,0.0000000
,0.180,0.980,0.9999398,0.0000000,0.0000000
,0.180,1.000,0.9999401,0.0000000,0.0000000
,0.180,1.020,0.9999403,0.0000000,0.0000000
,0.180,1.040,0.9999406,0.0000000,0.0000000
,0.180,1.060,0.9999409,0.0000000,0.0000000
,0.180,1.080,0.9999411,0.0000000,0.0000000
,0.180,1.100,0.9999414,0.0000000,0.0000000
,0.180,1.120,0.9999417,0.0000000,0.0000000
,0.180,1.140,0.9999419,0.0000000,0.0000000
,0.180,1.160,0.9999422,0.0000000,0.0000000
,0.180,1.180,0.9999424,0.0000000,0.0000000
,0.180,1.200,0.9999427,0.0000000,0.0000000
,0.180,1.220,0.9999429,0.0000000,0.0000000
,0.180,1.240,0.9999432,0.0000000,0.0000000
,0.180,1.260,0.9999434,0.0000000,0.0000000
,0.180,1.280,0.9999437,0.0000000,0.0000000
,0.180,1.300,0.9999439,0.0000000,0.0000000
,0.180,1.320,0.9999442,0.0000000,0.0000000
,0.180,1.340,0.9999444,0.0000000,0.0000000
,0.180,1.360,0.9999446,0.0000000,0.0000000
,0.180,1.380,0.9999449,0.0000000,0.0000000
,0.180,1.400,0.9999451,0.0000000,0.0000000
,0.180,1.420,0.9999454,0.0000000,0.0000000
,0.180,1.440,0.9999456,0.0000000,0.0000000
,0.180,1.460,0.9999458,0.0000000,0.0000000
,0.180,1.480,0.9999461,0.0000000,0.0000000
,0.180,1.500,0.9999463,0.0000000,0.0000000
,0.180,1.520,0.9999465,0.0000000,0.0000000
,0.180,1.540,0.9999467,0.0000000,0.0000000
,0.180,1.560,0.9999470,0.0000000,0.0000000
,0.180,1.580,0.9999472,0.0000000,0.0000000
,0.180,1.600,0.9999474,0.0000000,0.0000000
,0.180,1.620,0.9999476,0.0000000,0.0000000
,0.180,1.640,0.9999478,0.0000000,0.0000000
,0.180,1.660,0.9999481,0.0000000,0.0000000
,0.180,1.680,0.9999483,0.0000000,0.0000000
,0.180,1.700,0.9999485,0.0000000,0.0000000
,0.180,1.720,0.9999487,0.0000000,0.0000000
,0.180,1.740,0.9999489,0.0000000,0.0000000
,0.180,1.760,0.9999491,0.0000000,0.0000000
,0.180,1.780,0.9999493,0.0000000,0.0000000
,0.180,1.800,0.9999495,0.0000000,0.0000000
,0.180,1.820,0.9999498,0.0000000,0.0000000
,0.180,1.840,0.9999500,0.0000000,0.0000000
,0.180,1.860,0.9999502,0.0000000,0.0000000
,0.180,1.880,0.9999504,0.0000000,0.0000000
,0.180,1.900,0.9999506,0.0000000,0.0000000
,0.180,1.920,0.9999508,0.0000000,0.0000000
,0.180,1.940,0.9999510,0.0000000,0.0000000
,0.180,1.960,0.9999512,0.0000000,0.0000000
,0.180,1.980,0.9999514,0.0000000,0.0000000
,0.180,2.000,0.9999516,0.0000000,0.0000000
,0.200,0.000,0.0024265,0.2594121,0.0019094
,0.200,0.020,0.0149895,0.1399158,0.0019984
,0.200,0.040,0.0306016,0.0568504,0.0019199
,0.200,0.060,0.0480107,0.0567195,0.0042399
,0.200,0.080,0.0640067,0.0678924,0.0045633
,0.200,0.100,0.0805404,0.0534401,0.0046090
,0.200,0.120,0.1003046,0.0808379,0.0081307
,0.200,0.140,0.1293301,0.0702546,0.0082797
,0.200,0.160,0.9999257,0.0000025,0.7083208
,0.200,0.180,0.9999274,0.0000049,0.6291473
,0.200,0.200,0.9999245,0.0000000,0.0024063
,0.200,0.220,0.9999261,0.0000000,0.0000000
,0.200,0.240,0.9999269,0.0000000,0.0000000
,0.200,0.260,0.9999275,0.0000000,0.0000000
,0.200,0.280,0.9999280,0.0000000,0.0000000
,0.200,0.300,0.9999285,0.0000000,0.0000000
,0.200,0.320,0.9999289,0.0000000,0.0000000
,0.200,0.340,0.9999293,0.0000000,0.0000000
,0.200,0.360,0.9999298,0.0000000,0.0000000
,0.200,0.380,0.9999302,0.0000000,0.0000000
,0.200,0.400,0.9999306,0.0000000,0.0000000
